DHB,Dose1,Dose2,Population,Date
Northland,43011,40097,50488,2022-01-29
Waitemata,37542,36158,41113,2022-01-29
Auckland,26066,25092,27792,2022-01-29
Counties Manukau,56640,53619,63493,2022-01-29
Waikato,62580,58949,69707,2022-01-29
Lakes,26612,24925,30085,2022-01-29
Bay of Plenty,41249,38527,47734,2022-01-29
Tairawhiti,17736,16705,19839,2022-01-29
Taranaki,14217,13378,15904,2022-01-29
Hawkes Bay,30486,28537,34059,2022-01-29
MidCentral,22556,21352,24225,2022-01-29
Whanganui,11625,10962,13512,2022-01-29
Capital and Coast,25508,24672,26967,2022-01-29
Hutt Valley,17755,16920,19123,2022-01-29
Wairarapa,5818,5509,6302,2022-01-29
Nelson Marlborough,10117,9610,11248,2022-01-29
West Coast,2469,2337,2765,2022-01-29
Canterbury,34837,33432,36969,2022-01-29
South Canterbury,3105,2939,3428,2022-01-29
Southern,21782,20925,23646,2022-01-29
Overseas / Unknown,334,304,2653,2022-01-29
New Zealand,512045,484949,571052,2022-01-29
All DHBs to 90%,NA,NA,NA,2022-01-29
