DHB,Dose1,Dose2,Dose3,Eligible,Population,Date
Northland,43888,41778,18015,31077,50488,2022-03-15
Waitemata,37991,37005,16790,28736,41113,2022-03-15
Auckland,26470,25797,12903,20769,27792,2022-03-15
Counties Manukau,57469,55357,22367,41439,63493,2022-03-15
Waikato,63783,61207,24801,45413,69707,2022-03-15
Lakes,27182,26055,10981,18929,30085,2022-03-15
Bay of Plenty,42033,40132,16646,28983,47734,2022-03-15
Tairawhiti,18043,17279,7964,12724,19839,2022-03-15
Taranaki,14512,13975,5492,10034,15904,2022-03-15
Hawkes Bay,31113,29801,12634,21334,34059,2022-03-15
MidCentral,23013,22196,9874,16043,24225,2022-03-15
Whanganui,11872,11431,5212,8386,13512,2022-03-15
Capital and Coast,25863,25313,13728,19918,26967,2022-03-15
Hutt Valley,18004,17484,8392,13122,19123,2022-03-15
Wairarapa,5920,5693,2452,4190,6302,2022-03-15
Nelson Marlborough,10290,9931,4458,7148,11248,2022-03-15
West Coast,2505,2425,1118,1811,2765,2022-03-15
Canterbury,35493,34603,16544,25942,36969,2022-03-15
South Canterbury,3175,3075,1362,2203,3428,2022-03-15
Southern,22222,21596,10426,16352,23646,2022-03-15
Overseas / Unknown,339,324,118,230,2653,2022-03-15
New Zealand,521180,502457,222277,374783,571052,2022-03-15
