DHB,Dose1,Dose2,Dose3,Eligible,Population,Date
Northland,43777,41820,19035,34095,50488,2022-04-25
Waitemata,37930,37017,17563,30322,41113,2022-04-25
Auckland,26596,25978,13598,22113,27792,2022-04-25
Counties Manukau,57313,55406,23465,44820,63493,2022-04-25
Waikato,63712,61375,26091,49934,69707,2022-04-25
Lakes,27137,26102,11580,21147,30085,2022-04-25
Bay of Plenty,42018,40270,17283,32675,47734,2022-04-25
Tairawhiti,18017,17332,8315,14179,19839,2022-04-25
Taranaki,14526,14042,5870,11187,15904,2022-04-25
Hawkes Bay,31030,29846,13204,23935,34059,2022-04-25
MidCentral,23014,22290,10343,18007,24225,2022-04-25
Whanganui,11831,11427,5418,9353,13512,2022-04-25
Capital and Coast,25844,25366,14227,21431,26967,2022-04-25
Hutt Valley,18017,17534,8761,14486,19123,2022-04-25
Wairarapa,5945,5736,2601,4647,6302,2022-04-25
Nelson Marlborough,10263,9935,4658,8014,11248,2022-04-25
West Coast,2503,2433,1193,1985,2765,2022-04-25
Canterbury,35555,34774,17432,28403,36969,2022-04-25
South Canterbury,3180,3088,1407,2443,3428,2022-04-25
Southern,22381,21828,10923,17890,23646,2022-04-25
Overseas / Unknown,326,307,126,251,2653,2022-04-25
New Zealand,520915,503906,233093,411317,571052,2022-04-25
