DHB,Dose1,Dose2,Population,Date
Northland,42069,38164,50488,2022-01-04
Waitemata,36933,35113,41113,2022-01-04
Auckland,25698,24350,27792,2022-01-04
Counties Manukau,55445,51414,63493,2022-01-04
Waikato,61096,56049,69707,2022-01-04
Lakes,25961,23613,30085,2022-01-04
Bay of Plenty,40107,36412,47734,2022-01-04
Tairawhiti,17337,15844,19839,2022-01-04
Taranaki,13790,12569,15904,2022-01-04
Hawkes Bay,29675,26890,34059,2022-01-04
MidCentral,22054,20230,24225,2022-01-04
Whanganui,11352,10372,13512,2022-01-04
Capital and Coast,25066,23874,26967,2022-01-04
Hutt Valley,17349,16115,19123,2022-01-04
Wairarapa,5713,5271,6302,2022-01-04
Nelson Marlborough,9897,9089,11248,2022-01-04
West Coast,2411,2222,2765,2022-01-04
Canterbury,34099,31916,36969,2022-01-04
South Canterbury,3010,2770,3428,2022-01-04
Southern,21395,20104,23646,2022-01-04
Overseas / Unknown,318,277,2653,2022-01-04
New Zealand,500775,462658,571052,2022-01-04
All DHBs to 90%,NA,NA,NA,2022-01-04
