DHB,Dose1,Dose2,Dose3,Eligible,Population,Date
Northland,43825,41625,17274,29520,50488,2022-03-07
Waitemata,37930,36902,16360,27772,41113,2022-03-07
Auckland,26414,25713,12567,20119,27792,2022-03-07
Counties Manukau,57372,55198,21559,39806,63493,2022-03-07
Waikato,63685,60998,23918,43340,69707,2022-03-07
Lakes,27113,25908,10545,17781,30085,2022-03-07
Bay of Plenty,41979,39985,15951,27332,47734,2022-03-07
Tairawhiti,18020,17236,7649,12069,19839,2022-03-07
Taranaki,14484,13914,5253,9485,15904,2022-03-07
Hawkes Bay,31070,29715,12198,20272,34059,2022-03-07
MidCentral,22947,22088,9483,15143,24225,2022-03-07
Whanganui,11854,11378,5031,7945,13512,2022-03-07
Capital and Coast,25824,25241,13296,19198,26967,2022-03-07
Hutt Valley,17973,17421,8081,12542,19123,2022-03-07
Wairarapa,5900,5659,2372,3884,6302,2022-03-07
Nelson Marlborough,10269,9900,4347,6810,11248,2022-03-07
West Coast,2502,2422,1073,1745,2765,2022-03-07
Canterbury,35435,34487,15924,24862,36969,2022-03-07
South Canterbury,3164,3050,1307,2094,3428,2022-03-07
Southern,22145,21495,10055,15756,23646,2022-03-07
Overseas / Unknown,344,327,116,222,2653,2022-03-07
New Zealand,520249,500662,214359,357697,571052,2022-03-07
