DHB,Dose1,Dose2,Population,Date
Northland,43377,40738,50488,2022-02-10
Waitemata,37705,36433,41113,2022-02-10
Auckland,26212,25342,27792,2022-02-10
Counties Manukau,56988,54284,63493,2022-02-10
Waikato,63048,59841,69707,2022-02-10
Lakes,26840,25341,30085,2022-02-10
Bay of Plenty,41532,39134,47734,2022-02-10
Tairawhiti,17851,16934,19839,2022-02-10
Taranaki,14336,13605,15904,2022-02-10
Hawkes Bay,30743,29042,34059,2022-02-10
MidCentral,22741,21655,24225,2022-02-10
Whanganui,11708,11125,13512,2022-02-10
Capital and Coast,25658,24918,26967,2022-02-10
Hutt Valley,17875,17129,19123,2022-02-10
Wairarapa,5875,5592,6302,2022-02-10
Nelson Marlborough,10185,9723,11248,2022-02-10
West Coast,2486,2362,2765,2022-02-10
Canterbury,35073,33813,36969,2022-02-10
South Canterbury,3135,2984,3428,2022-02-10
Southern,21923,21156,23646,2022-02-10
Overseas / Unknown,323,300,2653,2022-02-10
New Zealand,515614,491451,571052,2022-02-10
All DHBs to 90%,NA,NA,NA,2022-02-10
