DHB,Dose1,Dose2,Population,Date
Northland,43154,40320,50488,2022-02-02
Waitemata,37577,36247,41113,2022-02-02
Auckland,26124,25186,27792,2022-02-02
Counties Manukau,56764,53858,63493,2022-02-02
Waikato,62711,59193,69707,2022-02-02
Lakes,26695,25094,30085,2022-02-02
Bay of Plenty,41367,38749,47734,2022-02-02
Tairawhiti,17780,16780,19839,2022-02-02
Taranaki,14267,13462,15904,2022-02-02
Hawkes Bay,30598,28736,34059,2022-02-02
MidCentral,22632,21465,24225,2022-02-02
Whanganui,11667,11020,13512,2022-02-02
Capital and Coast,25574,24750,26967,2022-02-02
Hutt Valley,17815,16997,19123,2022-02-02
Wairarapa,5836,5548,6302,2022-02-02
Nelson Marlborough,10153,9665,11248,2022-02-02
West Coast,2474,2347,2765,2022-02-02
Canterbury,34935,33585,36969,2022-02-02
South Canterbury,3124,2967,3428,2022-02-02
Southern,21838,21008,23646,2022-02-02
Overseas / Unknown,326,298,2653,2022-02-02
New Zealand,513411,487275,571052,2022-02-02
All DHBs to 90%,NA,NA,NA,2022-02-02
