DHB,Dose1,Dose2,Population,Date
Northland,42415,39012,50488,2022-01-12
Waitemata,37119,35499,41113,2022-01-12
Auckland,25868,24691,27792,2022-01-12
Counties Manukau,55840,52331,63493,2022-01-12
Waikato,61586,57307,69707,2022-01-12
Lakes,26190,24194,30085,2022-01-12
Bay of Plenty,40527,37294,47734,2022-01-12
Tairawhiti,17506,16202,19839,2022-01-12
Taranaki,13949,12970,15904,2022-01-12
Hawkes Bay,29978,27595,34059,2022-01-12
MidCentral,22205,20666,24225,2022-01-12
Whanganui,11446,10615,13512,2022-01-12
Capital and Coast,25244,24238,26967,2022-01-12
Hutt Valley,17479,16483,19123,2022-01-12
Wairarapa,5747,5380,6302,2022-01-12
Nelson Marlborough,9987,9333,11248,2022-01-12
West Coast,2422,2271,2765,2022-01-12
Canterbury,34378,32581,36969,2022-01-12
South Canterbury,3043,2837,3428,2022-01-12
Southern,21523,20451,23646,2022-01-12
Overseas / Unknown,317,278,2653,2022-01-12
New Zealand,504769,472228,571052,2022-01-12
All DHBs to 90%,NA,NA,NA,2022-01-12
