DHB,Dose1,Dose2,Dose3,Eligible,Population,Date
Northland,43785,41834,19082,34239,50488,2022-04-28
Waitemata,37948,37032,17607,30415,41113,2022-04-28
Auckland,26598,25986,13621,22185,27792,2022-04-28
Counties Manukau,57302,55399,23496,44973,63493,2022-04-28
Waikato,63723,61396,26134,50170,69707,2022-04-28
Lakes,27143,26108,11594,21258,30085,2022-04-28
Bay of Plenty,42020,40274,17313,32850,47734,2022-04-28
Tairawhiti,18015,17329,8333,14248,19839,2022-04-28
Taranaki,14522,14038,5879,11239,15904,2022-04-28
Hawkes Bay,31030,29842,13239,24046,34059,2022-04-28
MidCentral,23022,22295,10378,18078,24225,2022-04-28
Whanganui,11838,11432,5431,9382,13512,2022-04-28
Capital and Coast,25845,25370,14261,21487,26967,2022-04-28
Hutt Valley,18022,17539,8768,14535,19123,2022-04-28
Wairarapa,5945,5736,2607,4662,6302,2022-04-28
Nelson Marlborough,10264,9940,4664,8058,11248,2022-04-28
West Coast,2506,2436,1196,1996,2765,2022-04-28
Canterbury,35582,34799,17473,28517,36969,2022-04-28
South Canterbury,3176,3085,1409,2451,3428,2022-04-28
Southern,22386,21832,10945,17968,23646,2022-04-28
Overseas / Unknown,318,299,120,246,2653,2022-04-28
New Zealand,520990,504001,233550,413003,571052,2022-04-28
