DHB,Dose1,Dose2,Dose3,Eligible,Population,Date
Northland,43790,41571,16869,28907,50488,2022-03-04
Waitemata,37899,36857,16128,27270,41113,2022-03-04
Auckland,26394,25683,12393,19786,27792,2022-03-04
Counties Manukau,57343,55133,21062,38925,63493,2022-03-04
Waikato,63655,60944,23577,42346,69707,2022-03-04
Lakes,27093,25870,10279,17271,30085,2022-03-04
Bay of Plenty,41950,39939,15582,26670,47734,2022-03-04
Tairawhiti,18004,17214,7433,11700,19839,2022-03-04
Taranaki,14474,13895,5170,9192,15904,2022-03-04
Hawkes Bay,31023,29653,11743,19573,34059,2022-03-04
MidCentral,22945,22077,9330,14800,24225,2022-03-04
Whanganui,11848,11365,4950,7785,13512,2022-03-04
Capital and Coast,25825,25233,13087,18829,26967,2022-03-04
Hutt Valley,17963,17403,7925,12176,19123,2022-03-04
Wairarapa,5896,5652,2325,3746,6302,2022-03-04
Nelson Marlborough,10271,9896,4307,6620,11248,2022-03-04
West Coast,2501,2418,1062,1702,2765,2022-03-04
Canterbury,35404,34444,15591,24167,36969,2022-03-04
South Canterbury,3167,3052,1289,2045,3428,2022-03-04
Southern,22127,21497,9979,15431,23646,2022-03-04
Overseas / Unknown,347,328,113,220,2653,2022-03-04
New Zealand,519919,500124,210194,349161,571052,2022-03-04
