DHB,Dose1,Dose2,Dose3,Eligible,Population,Date
Northland,43781,41807,18927,33489,50488,2022-04-12
Waitemata,37944,37022,17485,30139,41113,2022-04-12
Auckland,26564,25949,13512,21923,27792,2022-04-12
Counties Manukau,57311,55396,23310,44118,63493,2022-04-12
Waikato,63691,61338,25979,49056,69707,2022-04-12
Lakes,27120,26072,11506,20705,30085,2022-04-12
Bay of Plenty,41985,40228,17194,32018,47734,2022-04-12
Tairawhiti,18018,17328,8241,13916,19839,2022-04-12
Taranaki,14521,14036,5845,11006,15904,2022-04-12
Hawkes Bay,31025,29836,13146,23430,34059,2022-04-12
MidCentral,22984,22254,10271,17606,24225,2022-04-12
Whanganui,11839,11433,5402,9175,13512,2022-04-12
Capital and Coast,25831,25349,14191,21233,26967,2022-04-12
Hutt Valley,18020,17533,8731,14255,19123,2022-04-12
Wairarapa,5946,5737,2593,4580,6302,2022-04-12
Nelson Marlborough,10257,9928,4633,7877,11248,2022-04-12
West Coast,2497,2427,1183,1945,2765,2022-04-12
Canterbury,35541,34754,17330,27877,36969,2022-04-12
South Canterbury,3168,3075,1396,2373,3428,2022-04-12
Southern,22366,21811,10878,17674,23646,2022-04-12
Overseas / Unknown,314,298,118,234,2653,2022-04-12
New Zealand,520723,503611,231871,404629,571052,2022-04-12
