DHB,Dose1,Dose2,Population,Date
Northland,43342,40666,50488,2022-02-09
Waitemata,37682,36406,41113,2022-02-09
Auckland,26211,25318,27792,2022-02-09
Counties Manukau,56956,54215,63493,2022-02-09
Waikato,63000,59720,69707,2022-02-09
Lakes,26825,25319,30085,2022-02-09
Bay of Plenty,41510,39063,47734,2022-02-09
Tairawhiti,17840,16915,19839,2022-02-09
Taranaki,14328,13585,15904,2022-02-09
Hawkes Bay,30724,28988,34059,2022-02-09
MidCentral,22726,21630,24225,2022-02-09
Whanganui,11703,11107,13512,2022-02-09
Capital and Coast,25645,24892,26967,2022-02-09
Hutt Valley,17866,17099,19123,2022-02-09
Wairarapa,5868,5578,6302,2022-02-09
Nelson Marlborough,10179,9712,11248,2022-02-09
West Coast,2488,2361,2765,2022-02-09
Canterbury,35051,33767,36969,2022-02-09
South Canterbury,3128,2981,3428,2022-02-09
Southern,21915,21149,23646,2022-02-09
Overseas / Unknown,324,301,2653,2022-02-09
New Zealand,515311,490772,571052,2022-02-09
All DHBs to 90%,NA,NA,NA,2022-02-09
