DHB,Dose1,Dose2,Population,Date
Northland,43234,40449,50488,2022-02-04
Waitemata,37635,36321,41113,2022-02-04
Auckland,26155,25241,27792,2022-02-04
Counties Manukau,56832,53974,63493,2022-02-04
Waikato,62844,59425,69707,2022-02-04
Lakes,26722,25172,30085,2022-02-04
Bay of Plenty,41441,38873,47734,2022-02-04
Tairawhiti,17799,16828,19839,2022-02-04
Taranaki,14288,13523,15904,2022-02-04
Hawkes Bay,30651,28826,34059,2022-02-04
MidCentral,22672,21545,24225,2022-02-04
Whanganui,11684,11052,13512,2022-02-04
Capital and Coast,25610,24805,26967,2022-02-04
Hutt Valley,17838,17042,19123,2022-02-04
Wairarapa,5853,5563,6302,2022-02-04
Nelson Marlborough,10159,9681,11248,2022-02-04
West Coast,2481,2358,2765,2022-02-04
Canterbury,34971,33642,36969,2022-02-04
South Canterbury,3126,2974,3428,2022-02-04
Southern,21864,21063,23646,2022-02-04
Overseas / Unknown,323,296,2653,2022-02-04
New Zealand,514182,488653,571052,2022-02-04
All DHBs to 90%,NA,NA,NA,2022-02-04
