DHB,Dose1,Dose2,Population,Date
Northland,43242,40474,50488,2022-02-05
Waitemata,37648,36336,41113,2022-02-05
Auckland,26159,25251,27792,2022-02-05
Counties Manukau,56867,54026,63493,2022-02-05
Waikato,62858,59470,69707,2022-02-05
Lakes,26735,25188,30085,2022-02-05
Bay of Plenty,41452,38911,47734,2022-02-05
Tairawhiti,17807,16844,19839,2022-02-05
Taranaki,14296,13536,15904,2022-02-05
Hawkes Bay,30670,28870,34059,2022-02-05
MidCentral,22684,21555,24225,2022-02-05
Whanganui,11688,11061,13512,2022-02-05
Capital and Coast,25615,24818,26967,2022-02-05
Hutt Valley,17841,17047,19123,2022-02-05
Wairarapa,5857,5565,6302,2022-02-05
Nelson Marlborough,10161,9691,11248,2022-02-05
West Coast,2482,2358,2765,2022-02-05
Canterbury,34975,33656,36969,2022-02-05
South Canterbury,3126,2973,3428,2022-02-05
Southern,21875,21074,23646,2022-02-05
Overseas / Unknown,324,298,2653,2022-02-05
New Zealand,514362,489002,571052,2022-02-05
All DHBs to 90%,NA,NA,NA,2022-02-05
