DHB,Dose1,Dose2,Population,Date
Northland,43089,40202,50488,2022-02-01
Waitemata,37561,36214,41113,2022-02-01
Auckland,26105,25158,27792,2022-02-01
Counties Manukau,56729,53780,63493,2022-02-01
Waikato,62646,59095,69707,2022-02-01
Lakes,26668,25040,30085,2022-02-01
Bay of Plenty,41327,38664,47734,2022-02-01
Tairawhiti,17763,16752,19839,2022-02-01
Taranaki,14248,13434,15904,2022-02-01
Hawkes Bay,30579,28695,34059,2022-02-01
MidCentral,22607,21431,24225,2022-02-01
Whanganui,11662,11015,13512,2022-02-01
Capital and Coast,25542,24714,26967,2022-02-01
Hutt Valley,17791,16965,19123,2022-02-01
Wairarapa,5830,5537,6302,2022-02-01
Nelson Marlborough,10137,9650,11248,2022-02-01
West Coast,2473,2346,2765,2022-02-01
Canterbury,34911,33532,36969,2022-02-01
South Canterbury,3117,2957,3428,2022-02-01
Southern,21822,20990,23646,2022-02-01
Overseas / Unknown,327,300,2653,2022-02-01
New Zealand,512934,486471,571052,2022-02-01
All DHBs to 90%,NA,NA,NA,2022-02-01
