DHB,Dose1,Dose2,Population,Date
Northland,43192,40384,50488,2022-02-03
Waitemata,37612,36290,41113,2022-02-03
Auckland,26138,25217,27792,2022-02-03
Counties Manukau,56806,53931,63493,2022-02-03
Waikato,62755,59288,69707,2022-02-03
Lakes,26714,25144,30085,2022-02-03
Bay of Plenty,41396,38809,47734,2022-02-03
Tairawhiti,17791,16793,19839,2022-02-03
Taranaki,14277,13485,15904,2022-02-03
Hawkes Bay,30639,28793,34059,2022-02-03
MidCentral,22645,21502,24225,2022-02-03
Whanganui,11671,11045,13512,2022-02-03
Capital and Coast,25590,24784,26967,2022-02-03
Hutt Valley,17829,17025,19123,2022-02-03
Wairarapa,5848,5555,6302,2022-02-03
Nelson Marlborough,10161,9672,11248,2022-02-03
West Coast,2476,2349,2765,2022-02-03
Canterbury,34960,33617,36969,2022-02-03
South Canterbury,3127,2970,3428,2022-02-03
Southern,21849,21035,23646,2022-02-03
Overseas / Unknown,323,295,2653,2022-02-03
New Zealand,513799,487983,571052,2022-02-03
All DHBs to 90%,NA,NA,NA,2022-02-03
