DHB,Dose1,Dose2,Population,Date
Northland,2882,2774,2934,2022-02-02
Waitemata,35629,34728,37573,2022-02-02
Auckland,43862,42619,46866,2022-02-02
Counties Manukau,109034,105898,116498,2022-02-02
Waikato,10364,10058,10682,2022-02-02
Lakes,2166,2096,2286,2022-02-02
Bay of Plenty,4804,4649,3679,2022-02-02
Tairawhiti,1034,1005,965,2022-02-02
Taranaki,1282,1247,1270,2022-02-02
Hawkes Bay,6818,6561,5020,2022-02-02
MidCentral,4464,4322,4468,2022-02-02
Whanganui,1240,1191,1381,2022-02-02
Capital and Coast,18316,17869,19177,2022-02-02
Hutt Valley,9445,9205,9894,2022-02-02
Wairarapa,871,847,837,2022-02-02
Nelson Marlborough,4500,4419,2115,2022-02-02
West Coast,287,276,282,2022-02-02
Canterbury,12623,12256,12737,2022-02-02
South Canterbury,981,956,837,2022-02-02
Southern,6698,6506,6031,2022-02-02
Overseas / Unknown,381,359,1149,2022-02-02
New Zealand,277681,269841,286681,2022-02-02
All DHBs to 90%,NA,NA,NA,2022-02-02
