DHB,Dose1,Dose2,Population,Date
Northland,2882,2777,2934,2022-02-05
Waitemata,35684,34813,37573,2022-02-05
Auckland,43900,42721,46866,2022-02-05
Counties Manukau,109231,106225,116498,2022-02-05
Waikato,10380,10095,10682,2022-02-05
Lakes,2163,2095,2286,2022-02-05
Bay of Plenty,4807,4659,3679,2022-02-05
Tairawhiti,1040,1011,965,2022-02-05
Taranaki,1285,1250,1270,2022-02-05
Hawkes Bay,6822,6585,5020,2022-02-05
MidCentral,4491,4349,4468,2022-02-05
Whanganui,1241,1194,1381,2022-02-05
Capital and Coast,18349,17927,19177,2022-02-05
Hutt Valley,9473,9234,9894,2022-02-05
Wairarapa,876,851,837,2022-02-05
Nelson Marlborough,4518,4438,2115,2022-02-05
West Coast,286,276,282,2022-02-05
Canterbury,12642,12279,12737,2022-02-05
South Canterbury,980,958,837,2022-02-05
Southern,6723,6549,6031,2022-02-05
Overseas / Unknown,384,362,1149,2022-02-05
New Zealand,278157,270648,286681,2022-02-05
All DHBs to 90%,NA,NA,NA,2022-02-05
