DHB,Dose1,Dose2,Population,Date
Northland,2835,2656,2934,2022-01-03
Waitemata,34960,33580,37573,2022-01-03
Auckland,43112,41321,46866,2022-01-03
Counties Manukau,106798,102063,116498,2022-01-03
Waikato,10145,9719,10682,2022-01-03
Lakes,2121,2011,2286,2022-01-03
Bay of Plenty,4698,4466,3679,2022-01-03
Tairawhiti,1011,958,965,2022-01-03
Taranaki,1263,1187,1270,2022-01-03
Hawkes Bay,6273,5942,5020,2022-01-03
MidCentral,4368,4130,4468,2022-01-03
Whanganui,1194,1134,1381,2022-01-03
Capital and Coast,17965,17212,19177,2022-01-03
Hutt Valley,9246,8795,9894,2022-01-03
Wairarapa,822,788,837,2022-01-03
Nelson Marlborough,4192,4030,2115,2022-01-03
West Coast,281,269,282,2022-01-03
Canterbury,12358,11787,12737,2022-01-03
South Canterbury,959,904,837,2022-01-03
Southern,6474,6176,6031,2022-01-03
Overseas / Unknown,357,336,1149,2022-01-03
New Zealand,271432,259464,286681,2022-01-03
All DHBs to 90%,NA,NA,NA,2022-01-03
