DHB,Dose1,Dose2,Population,Date
Northland,2883,2776,2934,2022-02-04
Waitemata,35675,34789,37573,2022-02-04
Auckland,43895,42694,46866,2022-02-04
Counties Manukau,109146,106105,116498,2022-02-04
Waikato,10379,10091,10682,2022-02-04
Lakes,2163,2096,2286,2022-02-04
Bay of Plenty,4806,4657,3679,2022-02-04
Tairawhiti,1039,1009,965,2022-02-04
Taranaki,1286,1251,1270,2022-02-04
Hawkes Bay,6819,6576,5020,2022-02-04
MidCentral,4487,4344,4468,2022-02-04
Whanganui,1242,1195,1381,2022-02-04
Capital and Coast,18348,17920,19177,2022-02-04
Hutt Valley,9467,9229,9894,2022-02-04
Wairarapa,876,852,837,2022-02-04
Nelson Marlborough,4516,4437,2115,2022-02-04
West Coast,286,276,282,2022-02-04
Canterbury,12641,12277,12737,2022-02-04
South Canterbury,980,958,837,2022-02-04
Southern,6721,6541,6031,2022-02-04
Overseas / Unknown,383,361,1149,2022-02-04
New Zealand,278038,270434,286681,2022-02-04
All DHBs to 90%,NA,NA,NA,2022-02-04
