DHB,Dose1,Dose2,Dose3,Eligible,Population,Date
Northland,2915,2828,1203,2105,2934,2022-03-04
Waitemata,35889,35241,16106,27396,37573,2022-03-04
Auckland,44231,43266,20271,34224,46866,2022-03-04
Counties Manukau,110120,107722,46821,83161,116498,2022-03-04
Waikato,10508,10262,4805,7994,10682,2022-03-04
Lakes,2194,2135,1030,1642,2286,2022-03-04
Bay of Plenty,4881,4772,2053,3751,3679,2022-03-04
Tairawhiti,1066,1043,485,823,965,2022-03-04
Taranaki,1298,1271,557,916,1270,2022-03-04
Hawkes Bay,7307,7156,3259,5538,5020,2022-03-04
MidCentral,4521,4426,2072,3245,4468,2022-03-04
Whanganui,1254,1213,573,914,1381,2022-03-04
Capital and Coast,18496,18177,9662,13805,19177,2022-03-04
Hutt Valley,9542,9340,4667,6973,9894,2022-03-04
Wairarapa,895,871,432,668,837,2022-03-04
Nelson Marlborough,4636,4576,2147,3721,2115,2022-03-04
West Coast,286,280,139,205,282,2022-03-04
Canterbury,12795,12531,5746,9396,12737,2022-03-04
South Canterbury,996,981,364,725,837,2022-03-04
Southern,6844,6703,3112,5058,6031,2022-03-04
Overseas / Unknown,419,401,175,311,1149,2022-03-04
New Zealand,281093,275195,125679,212571,286681,2022-03-04
