DHB,Dose1,Dose2,Population,Date
Northland,2902,2791,2934,2022-02-10
Waitemata,35722,34889,37573,2022-02-10
Auckland,43954,42804,46866,2022-02-10
Counties Manukau,109418,106554,116498,2022-02-10
Waikato,10400,10127,10682,2022-02-10
Lakes,2168,2102,2286,2022-02-10
Bay of Plenty,4826,4683,3679,2022-02-10
Tairawhiti,1044,1016,965,2022-02-10
Taranaki,1292,1262,1270,2022-02-10
Hawkes Bay,6892,6670,5020,2022-02-10
MidCentral,4502,4374,4468,2022-02-10
Whanganui,1246,1201,1381,2022-02-10
Capital and Coast,18376,17969,19177,2022-02-10
Hutt Valley,9487,9255,9894,2022-02-10
Wairarapa,878,852,837,2022-02-10
Nelson Marlborough,4544,4464,2115,2022-02-10
West Coast,285,276,282,2022-02-10
Canterbury,12680,12337,12737,2022-02-10
South Canterbury,982,962,837,2022-02-10
Southern,6736,6574,6031,2022-02-10
Overseas / Unknown,407,385,1149,2022-02-10
New Zealand,278741,271547,286681,2022-02-10
All DHBs to 90%,NA,NA,NA,2022-02-10
